date;disel_type1_price;disel_type2_price;disel_type3_price
2017-06-23;3.9616;3.8176;2.8208
2017-06-24;3.9576;3.8136;2.8152
2017-06-25;3.9576;3.8136;2.8152
2017-06-26;3.9576;3.8136;2.8152
2017-06-27;3.9528;3.8088;2.808
2017-06-28;3.96;3.816;2.8216
2017-06-29;3.984;3.84;2.8336
2017-06-30;3.9992;3.8552;2.8472
2017-07-01;4.0048;3.8608;2.8464
2017-07-02;4.0048;3.8608;2.8464
2017-07-03;4.0048;3.8608;2.8464
2017-07-04;4.0312;3.8872;2.896
2017-07-05;4.0464;3.9024;2.9096
2017-07-06;4.0464;3.9024;2.8984
2017-07-07;4.0528;3.9088;2.8976
2017-07-08;4.032;3.888;2.8848
2017-07-09;4.032;3.888;2.8848
2017-07-10;4.032;3.888;2.8848
2017-07-11;4.0216;3.8776;2.876
2017-07-12;4.0192;3.8752;2.8648
2017-07-13;4.0208;3.8768;2.8584
2017-07-14;4.0288;3.8848;2.8728
2017-07-15;4.0376;3.8936;2.876
2017-07-16;4.0376;3.8936;2.876
2017-07-17;4.0376;3.8936;2.876
2017-07-18;4.04;3.896;2.8736
2017-07-19;4.0352;3.8912;2.8696
2017-07-20;4.0392;3.8952;2.8816
2017-07-21;4.0336;3.8896;2.8896
2017-07-22;4.0288;3.8848;2.8728
2017-07-23;4.0288;3.8848;2.8728
2017-07-24;4.0288;3.8848;2.8728
2017-07-25;4.0256;3.8816;2.868
2017-07-26;4.0088;3.8648;2.8856
2017-07-27;4.0184;3.8744;2.912
2017-07-28;4.0376;3.8936;2.9144
2017-07-29;4.0552;3.9112;2.9304
2017-07-30;4.0552;3.9112;2.9304
2017-07-31;4.0552;3.9112;2.9304
2017-08-01;4.0664;3.9224;2.9336
2017-08-02;4.0624;3.9184;2.9248
2017-08-03;4.0624;3.9184;2.9216
2017-08-04;4.0664;3.9224;2.9208
2017-08-05;4.0616;3.9176;2.9144
2017-08-06;4.0616;3.9176;2.9144
2017-08-07;4.0616;3.9176;2.9144
2017-08-08;4.0552;3.9112;2.9048
2017-08-09;4.0544;3.9104;2.9024
2017-08-10;4.0568;3.9128;2.9056
2017-08-11;4.0664;3.9224;2.9208
2017-08-12;4.072;3.928;2.916
2017-08-13;4.072;3.928;2.916
2017-08-14;4.072;3.928;2.916
2017-08-15;4.0696;3.9256;2.9144
2017-08-16;4.0696;3.9256;2.9144
2017-08-17;4.048;3.904;2.9024
2017-08-18;4.0328;3.8888;2.8904
2017-08-19;4.036;3.892;2.8896
2017-08-20;4.036;3.892;2.8896
2017-08-21;4.036;3.892;2.8896
2017-08-22;4.0368;3.8928;2.8872
2017-08-23;4.044;3.9;2.8896
2017-08-24;4.0496;3.9056;2.9008
2017-08-25;4.0584;3.9144;2.9104
2017-08-26;4.0576;3.9136;2.904
2017-08-27;4.0576;3.9136;2.904
2017-08-28;4.0576;3.9136;2.904
2017-08-29;4.0576;3.9136;2.904
2017-08-30;4.0536;3.9096;2.8968
2017-08-31;4.06;3.916;2.9176
2017-09-01;4.0752;3.9312;2.9456
2017-09-02;4.1032;3.9592;2.9528
2017-09-03;4.1032;3.9592;2.9528
2017-09-04;4.1032;3.9592;2.9528
2017-09-05;4.1064;3.9624;2.9488
2017-09-06;4.12;3.976;2.9816
2017-09-07;4.1256;3.9816;2.988
2017-09-08;4.1376;3.9936;2.9944
2017-09-09;4.1344;3.9904;2.9904
2017-09-10;4.1344;3.9904;2.9904
2017-09-11;4.1344;3.9904;2.9904
2017-09-12;4.1272;3.9832;2.9848
2017-09-13;4.1184;3.9744;2.984
2017-09-14;4.1264;3.9824;3.0048
2017-09-15;4.1384;3.9944;3.0304
2017-09-16;4.1552;4.0112;3.0368
2017-09-17;4.1552;4.0112;3.0368
2017-09-18;4.1552;4.0112;3.0368
2017-09-19;4.1512;4.0072;3.0264
2017-09-20;4.1504;4.0064;3.024
2017-09-21;4.156;4.012;3.0288
2017-09-22;4.1656;4.0216;3.0512
2017-09-23;4.1704;4.0264;3.044
2017-09-24;4.1704;4.0264;3.044
2017-09-25;4.1704;4.0264;3.044
2017-09-26;4.1848;4.0408;3.064
2017-09-27;4.1912;4.0472;3.0656
2017-09-28;4.2088;4.0648;3.0872
2017-09-29;4.22;4.076;3.0912
2017-09-30;4.2216;4.0776;3.0848
2017-10-01;4.2216;4.0776;3.0848
2017-10-02;4.2216;4.0776;3.0848
2017-10-03;4.2144;4.0704;3.0728
2017-10-04;4.196;4.052;3.064
2017-10-05;4.1808;4.0368;3.0512
2017-10-06;4.1896;4.0456;3.0472
2017-10-07;4.1816;4.0376;3.0296
2017-10-08;4.1816;4.0376;3.0296
2017-10-09;4.1816;4.0376;3.0296
2017-10-10;4.1736;4.0296;3.0216
2017-10-11;4.1744;4.0304;3.02
2017-10-12;4.164;4.02;3.016
2017-10-13;4.1584;4.0144;3.004
2017-10-14;4.1632;4.0192;3.0296
2017-10-15;4.1632;4.0192;3.0296
2017-10-16;4.1632;4.0192;3.0296
2017-10-17;4.1744;4.0304;3.0592
2017-10-18;4.1848;4.0408;3.0536
2017-10-19;4.1792;4.0352;3.0488
2017-10-20;4.172;4.028;3.0424
2017-10-21;4.1728;4.0288;3.0416
2017-10-22;4.1728;4.0288;3.0416
2017-10-23;4.1728;4.0288;3.0416
2017-10-24;4.1688;4.0248;3.0344
2017-10-25;4.1656;4.0216;3.028
2017-10-26;4.172;4.028;3.032
2017-10-27;4.1768;4.0328;3.0312
2017-10-28;4.2536;4.0576;3.088
2017-10-29;4.2536;4.0576;3.088
2017-10-30;4.2536;4.0576;3.088
2017-10-31;4.268;4.072;3.0832
2017-11-01;4.268;4.072;3.0832
2017-11-02;4.268;4.072;3.0832
2017-11-03;4.2792;4.0832;3.0912
2017-11-04;4.2792;4.0832;3.1008
2017-11-05;4.2792;4.0832;3.1008
2017-11-06;4.2792;4.0832;3.1008
2017-11-07;4.2896;4.0936;3.1488
2017-11-08;4.3088;4.1128;3.1512
2017-11-09;4.3208;4.1248;3.148
2017-11-10;4.3248;4.1288;3.1544
2017-11-11;4.3344;4.1384;3.1504
2017-11-12;4.3344;4.1384;3.1504
2017-11-13;4.3344;4.1384;3.1504
2017-11-14;4.3336;4.1376;3.148
2017-11-15;4.3168;4.1208;3.1368
2017-11-16;4.3032;4.1072;3.128
2017-11-17;4.296;4.1;3.1176
2017-11-18;4.304;4.108;3.1208
2017-11-19;4.304;4.108;3.1208
2017-11-20;4.304;4.108;3.1208
2017-11-21;4.2968;4.1008;3.112
2017-11-22;4.2992;4.1032;3.1152
2017-11-23;4.3008;4.1048;3.116
2017-11-24;4.2984;4.1024;3.1128
2017-11-25;4.296;4.1;3.1104
2017-11-26;4.296;4.1;3.1104
2017-11-27;4.296;4.1;3.1104
2017-11-28;4.288;4.092;3.1064
2017-11-29;4.2864;4.0904;3.104
2017-11-30;4.2816;4.0856;3.0984
2017-12-01;4.2784;4.0824;3.0944
2017-12-02;4.28;4.084;3.1032
2017-12-03;4.28;4.084;3.1032
2017-12-04;4.28;4.084;3.1032
2017-12-05;4.2736;4.0776;3.092
2017-12-06;4.2696;4.0736;3.088
2017-12-07;4.256;4.06;3.0832
2017-12-08;4.2528;4.0568;3.0824
2017-12-09;4.2608;4.0648;3.12
2017-12-10;4.2608;4.0648;3.12
2017-12-11;4.2608;4.0648;3.12
2017-12-12;4.2888;4.0928;3.1304
2017-12-13;4.3048;4.1088;3.132
2017-12-14;4.3064;4.1104;3.1264
2017-12-15;4.304;4.108;3.1216
2017-12-16;4.2984;4.1024;3.1208
2017-12-17;4.2984;4.1024;3.1208
2017-12-18;4.2984;4.1024;3.1208
2017-12-19;4.3016;4.1056;3.1264
2017-12-20;4.2984;4.1024;3.124
2017-12-21;4.3024;4.1064;3.1312
2017-12-22;4.3032;4.1072;3.1296
2017-12-23;4.3032;4.1072;3.1296
2017-12-24;4.3032;4.1072;3.1296
2017-12-25;4.3032;4.1072;3.1296
2017-12-26;4.3032;4.1072;3.1296
2017-12-27;4.3032;4.1072;3.1296
2017-12-28;4.316;4.12;3.1664
2017-12-29;4.3288;4.1328;3.1656
2017-12-30;4.336;4.14;3.1648
2017-12-31;4.336;4.14;3.1648
2018-01-01;4.3288;4.1328;3.1648
2018-01-02;4.3288;4.1328;3.1648
2018-01-03;4.32;4.124;3.16
2018-01-04;4.3256;4.1296;3.1688
2018-01-05;4.3152;4.1192;3.1672
2018-01-06;4.3136;4.1176;3.164
2018-01-07;4.3136;4.1176;3.164
2018-01-08;4.3136;4.1176;3.164
2018-01-09;4.316;4.12;3.1632
2018-01-10;4.3216;4.1256;3.1808
2018-01-11;4.3352;4.1392;3.196
2018-01-12;4.34;4.144;3.2048
2018-01-13;4.3296;4.1336;3.188
2018-01-14;4.3296;4.1336;3.188
2018-01-15;4.3296;4.1336;3.188
2018-01-16;4.3216;4.1256;3.1808
2018-01-17;4.3072;4.1112;3.1768
2018-01-18;4.3008;4.1048;3.168
2018-01-19;4.2952;4.0992;3.1568
2018-01-20;4.2856;4.0896;3.1512
2018-01-21;4.2856;4.0896;3.1512
2018-01-22;4.2856;4.0896;3.1512
2018-01-23;4.2872;4.0912;3.1536
2018-01-24;4.2896;4.0936;3.1632
2018-01-25;4.292;4.096;3.1592
2018-01-26;4.2912;4.0952;3.1568
2018-01-27;4.2912;4.0952;3.1552
2018-01-28;4.2912;4.0952;3.1552
2018-01-29;4.2912;4.0952;3.1552
2018-01-30;4.284;4.088;3.1504
2018-01-31;4.2744;4.0784;3.1416
2018-02-01;4.264;4.068;3.1328
2018-02-02;4.2664;4.0704;3.128
2018-02-03;4.268;4.072;3.1192
2018-02-04;4.268;4.072;3.1192
2018-02-05;4.268;4.072;3.1192
2018-02-06;4.2664;4.0704;3.1144
2018-02-07;4.2536;4.0576;3.1072
2018-02-08;4.2376;4.0416;3.096
2018-02-09;4.2208;4.0248;3.0816
2018-02-10;4.2072;4.0112;3.0656
2018-02-11;4.2072;4.0112;3.0656
2018-02-12;4.2072;4.0112;3.0656
2018-02-13;4.1944;3.9984;3.048
2018-02-14;4.1728;3.9768;3.0288
2018-02-15;4.1664;3.9704;3.016
2018-02-16;4.1584;3.9624;3.0024
2018-02-17;4.1672;3.9712;3.0104
2018-02-18;4.1672;3.9712;3.0104
2018-02-19;4.1672;3.9712;3.0104
2018-02-20;4.1824;3.9864;3.04
2018-02-21;4.2008;4.0048;3.04
2018-02-22;4.2128;4.0168;3.0472
2018-02-23;4.2288;4.0328;3.0824
2018-02-24;4.2504;4.0544;3.0904
2018-02-25;4.2504;4.0544;3.0904
2018-02-26;4.2504;4.0544;3.0904
2018-02-27;4.268;4.072;3.1024
2018-02-28;4.2696;4.0736;3.0984
2018-03-01;4.264;4.068;3.0896
2018-03-02;4.2504;4.0544;3.08
2018-03-03;4.2312;4.0352;3.0704
2018-03-04;4.2312;4.0352;3.0704
2018-03-05;4.2312;4.0352;3.0704
2018-03-06;4.2368;4.0408;3.06
2018-03-07;4.2432;4.0472;3.0512
2018-03-08;4.2392;4.0432;3.0472
2018-03-09;4.2376;4.0416;3.044
2018-03-10;4.244;4.048;3.064
2018-03-11;4.244;4.048;3.064
2018-03-12;4.244;4.048;3.064
2018-03-13;4.2424;4.0464;3.0528
2018-03-14;4.244;4.048;3.0512
2018-03-15;4.2456;4.0496;3.0512
2018-03-16;4.2488;4.0528;3.0592
2018-03-17;4.2576;4.0616;3.0776
2018-03-18;4.2576;4.0616;3.0776
2018-03-19;4.2576;4.0616;3.0776
2018-03-20;4.2704;4.0744;3.0912
2018-03-21;4.2856;4.0896;3.1088
2018-03-22;4.3168;4.1208;3.1616
2018-03-23;4.3304;4.1344;3.1504
2018-03-24;4.3392;4.1432;3.156
2018-03-25;4.3392;4.1432;3.156
2018-03-26;4.3392;4.1432;3.156
2018-03-27;4.3504;4.1544;3.1608
2018-03-28;4.352;4.156;3.1616
2018-03-29;4.352;4.156;3.1616
2018-03-30;4.3568;4.1608;3.1592
2018-03-31;4.3568;4.1608;3.1592
2018-04-01;4.3568;4.1608;3.1592
2018-04-02;4.3568;4.1608;3.1592
2018-04-03;4.3568;4.1608;3.1592
2018-04-04;4.3544;4.1584;3.156
2018-04-05;4.3544;4.1584;3.156
2018-04-06;4.3528;4.1568;3.1536
2018-04-07;4.3488;4.1528;3.1488
2018-04-08;4.3488;4.1528;3.1488
2018-04-09;4.3488;4.1528;3.1488
2018-04-10;4.3528;4.1568;3.152
2018-04-11;4.3648;4.1688;3.1816
2018-04-12;4.392;4.196;3.2136
2018-04-13;4.408;4.212;3.2048
2018-04-14;4.4128;4.2168;3.204
2018-04-15;4.4128;4.2168;3.204
2018-04-16;4.4056;4.2096;3.204
2018-04-17;4.3968;4.2008;3.196
2018-04-18;4.384;4.188;3.1888
2018-04-19;4.3856;4.1896;3.1904
2018-04-20;4.392;4.196;3.212
2018-04-21;4.4064;4.2104;3.2064
2018-04-22;4.4064;4.2104;3.2064
2018-04-23;4.4064;4.2104;3.2064
2018-04-24;4.4208;4.2248;3.2328
2018-04-25;4.436;4.24;3.2616
2018-04-26;4.4584;4.2624;3.2568
2018-04-27;4.4768;4.2808;3.288
2018-04-28;4.4872;4.2912;3.2872
2018-04-29;4.4872;4.2912;3.2872
2018-04-30;4.4872;4.2912;3.2872
2018-05-01;4.4944;4.2984;3.2856
2018-05-02;4.4944;4.2984;3.2856
2018-05-03;4.4944;4.2984;3.2912
2018-05-04;4.4944;4.2984;3.2912
2018-05-05;4.5104;4.3144;3.3176
2018-05-06;4.5104;4.3144;3.3176
2018-05-07;4.5104;4.3144;3.3176
2018-05-08;4.5104;4.3144;3.3176
2018-05-09;4.5256;4.3296;3.3192
2018-05-10;4.5664;4.3704;3.3888
2018-05-11;4.5848;4.3888;3.376
2018-05-12;4.5992;4.4032;3.3744
2018-05-13;4.5992;4.4032;3.3744
2018-05-14;4.5992;4.4032;3.3744
2018-05-15;4.6056;4.4096;3.3744
2018-05-16;4.6168;4.4208;3.4088
2018-05-17;4.6304;4.4344;3.4136
2018-05-18;4.66;4.464;3.4664
2018-05-19;4.6752;4.4792;3.4608
2018-05-20;4.6752;4.4792;3.4608
2018-05-21;4.6752;4.4792;3.4608
2018-05-22;4.6832;4.4872;3.46
2018-05-23;4.688;4.492;3.4608
2018-05-24;4.6936;4.4976;3.468
2018-05-25;4.7;4.504;3.4656
2018-05-26;4.6896;4.4936;3.4544
2018-05-27;4.6896;4.4936;3.4544
2018-05-28;4.6896;4.4936;3.4544
2018-05-29;4.6896;4.4936;3.4544
2018-05-30;4.6864;4.4904;3.4496
2018-05-31;4.6912;4.4952;3.4576
2018-06-01;4.6912;4.4952;3.4576
2018-06-02;4.6792;4.4832;3.44
2018-06-03;4.6792;4.4832;3.44
2018-06-04;4.6792;4.4832;3.44
2018-06-05;4.6528;4.4568;3.4272
2018-06-06;4.6144;4.4184;3.4064
2018-06-07;4.592;4.396;3.3824
2018-06-08;4.5848;4.3888;3.3688
2018-06-09;4.5944;4.3984;3.3824
2018-06-10;4.5944;4.3984;3.3824
2018-06-11;4.5944;4.3984;3.3824
2018-06-12;4.5968;4.4008;3.3744
2018-06-13;4.6;4.404;3.3744
2018-06-14;4.6048;4.4088;3.3832
2018-06-15;4.596;4.4;3.372
2018-06-16;4.5848;4.3888;3.364
2018-06-17;4.5848;4.3888;3.364
2018-06-18;4.5848;4.3888;3.364
2018-06-19;4.5864;4.3904;3.3608
2018-06-20;4.5896;4.3936;3.3648
2018-06-21;4.5912;4.3952;3.3752
2018-06-22;4.588;4.392;3.3728
2018-06-23;4.5832;4.3872;3.3688
2018-06-24;4.5832;4.3872;3.3688
2018-06-25;4.5832;4.3872;3.3688
2018-06-26;4.576;4.38;3.3632
2018-06-27;4.5784;4.3824;3.3656
2018-06-28;4.6008;4.4048;3.3872
2018-06-29;4.6296;4.4336;3.4144
2018-06-30;4.6584;4.4624;3.4456
2018-07-01;4.6584;4.4624;3.4456
2018-07-02;4.6584;4.4624;3.4456
2018-07-03;4.6568;4.4608;3.4456
2018-07-04;4.6528;4.4568;3.4424
2018-07-05;4.6552;4.4592;3.4472
2018-07-06;4.656;4.46;3.448
2018-07-07;4.648;4.452;3.4392
2018-07-08;4.648;4.452;3.4392
2018-07-09;4.648;4.452;3.4392
2018-07-10;4.64;4.444;3.4288
2018-07-11;4.6416;4.4456;3.4312
2018-07-12;4.6312;4.4352;3.4216
2018-07-13;4.6088;4.4128;3.3984
2018-07-14;4.6056;4.4096;3.3936
2018-07-15;4.6056;4.4096;3.3936
2018-07-16;4.6056;4.4096;3.3936
2018-07-17;4.572;4.376;3.3576
2018-07-18;4.556;4.36;3.3408
2018-07-19;4.5424;4.3464;3.324
2018-07-20;4.5576;4.3616;3.34
2018-07-21;4.5672;4.3712;3.3472
2018-07-22;4.5672;4.3712;3.3472
2018-07-23;4.5672;4.3712;3.3472
2018-07-24;4.5848;4.3888;3.3624
2018-07-25;4.5968;4.4008;3.372
2018-07-26;4.604;4.408;3.3752
2018-07-27;4.6104;4.4144;3.3808
2018-07-28;4.6176;4.4216;3.3888
2018-07-29;4.6176;4.4216;3.3888
2018-07-30;4.6176;4.4216;3.3888
2018-07-31;4.616;4.42;3.3888
2018-08-01;4.6096;4.4136;3.3832
2018-08-02;4.5832;4.3872;3.3576
2018-08-03;4.576;4.38;3.3552
2018-08-04;4.584;4.388;3.3608
2018-08-05;4.584;4.388;3.3608
2018-08-06;4.584;4.388;3.3608
2018-08-07;4.592;4.396;3.372
2018-08-08;4.6008;4.4048;3.3824
2018-08-09;4.5904;4.3944;3.372
2018-08-10;4.584;4.388;3.368
2018-08-11;4.5976;4.4016;3.3808
2018-08-12;4.5976;4.4016;3.3808
2018-08-13;4.5976;4.4016;3.3808
2018-08-14;4.616;4.42;3.4
2018-08-15;4.6336;4.4376;3.4208
2018-08-16;4.6336;4.4376;3.4208
2018-08-17;4.6128;4.4168;3.3992
2018-08-18;4.6144;4.4184;3.4
2018-08-19;4.6144;4.4184;3.4
2018-08-20;4.6144;4.4184;3.4
2018-08-21;4.612;4.416;3.3968
2018-08-22;4.6104;4.4144;3.3952
2018-08-23;4.6152;4.4192;3.4
2018-08-24;4.624;4.428;3.4072
2018-08-25;4.6424;4.4464;3.4232
2018-08-26;4.6424;4.4464;3.4232
2018-08-27;4.6424;4.4464;3.4232
2018-08-28;4.6424;4.4464;3.4232
2018-08-29;4.6512;4.4552;3.4312
2018-08-30;4.656;4.46;3.4408
2018-08-31;4.6616;4.4656;3.4472
2018-09-01;4.6688;4.4728;3.4592
2018-09-02;4.6688;4.4728;3.4592
2018-09-03;4.6688;4.4728;3.4592
2018-09-04;4.684;4.488;3.4744
2018-09-05;4.6984;4.5024;3.4912
2018-09-06;4.6976;4.5016;3.4912
2018-09-07;4.692;4.496;3.4848
2018-09-08;4.6752;4.4792;3.4648
2018-09-09;4.6752;4.4792;3.4648
2018-09-10;4.6752;4.4792;3.4648
2018-09-11;4.6784;4.4824;3.4664
2018-09-12;4.6808;4.4848;3.4688
2018-09-13;4.6952;4.4992;3.4832
2018-09-14;4.6912;4.4952;3.4784
2018-09-15;4.68;4.484;3.4672
2018-09-16;4.68;4.484;3.4672
2018-09-17;4.68;4.484;3.4672
2018-09-18;4.6664;4.4704;3.4504
2018-09-19;4.6688;4.4728;3.4512
2018-09-20;4.6672;4.4712;3.452
2018-09-21;4.668;4.472;3.4528
2018-09-22;4.6624;4.4664;3.4472
2018-09-23;4.6624;4.4664;3.4472
2018-09-24;4.6624;4.4664;3.4472
2018-09-25;4.672;4.476;3.4568
2018-09-26;4.6904;4.4944;3.4744
2018-09-27;4.7176;4.5216;3.4928
2018-09-28;4.7192;4.5232;3.4984
2018-09-29;4.744;4.548;3.5136
2018-09-30;4.744;4.548;3.5136
2018-10-01;4.744;4.548;3.5136
2018-10-02;4.7616;4.5656;3.5424
2018-10-03;4.8032;4.6072;3.584
2018-10-04;4.8184;4.6224;3.608
2018-10-05;4.8416;4.6456;3.632
2018-10-06;4.8464;4.6504;3.636
2018-10-07;4.8464;4.6504;3.636
2018-10-08;4.8464;4.6504;3.636
2018-10-09;4.8424;4.6464;3.6344
2018-10-10;4.8504;4.6544;3.64
2018-10-11;4.8472;4.6512;3.6368
2018-10-12;4.8232;4.6272;3.6176
2018-10-13;4.8096;4.6136;3.584
2018-10-14;4.8096;4.6136;3.584
2018-10-15;4.8096;4.6136;3.584
2018-10-16;4.7848;4.5888;3.5568
2018-10-17;4.764;4.568;3.5448
2018-10-18;4.7504;4.5544;3.5424
2018-10-19;4.7584;4.5624;3.5464
2018-10-20;4.7672;4.5712;3.5584
2018-10-21;4.7672;4.5712;3.5584
2018-10-22;4.7672;4.5712;3.5584
2018-10-23;4.7736;4.5776;3.5632
2018-10-24;4.7656;4.5696;3.5576
2018-10-25;4.7624;4.5664;3.552
2018-10-26;4.7864;4.5904;3.556
2018-10-27;4.8088;4.6128;3.5632
2018-10-28;4.8088;4.6128;3.5632
2018-10-29;4.8088;4.6128;3.5632
2018-10-30;4.8176;4.6216;3.572
2018-10-31;4.8144;4.6184;3.564
2018-11-01;4.8272;4.6312;3.5696
2018-11-02;4.8272;4.6312;3.5696
2018-11-03;4.8056;4.6096;3.5176
2018-11-04;4.8056;4.6096;3.5176
2018-11-05;4.8056;4.6096;3.5176
2018-11-06;4.7872;4.5912;3.4896
2018-11-07;4.756;4.56;3.4784
2018-11-08;4.7568;4.5608;3.4768
2018-11-09;4.748;4.552;3.4672
2018-11-10;4.74;4.544;3.4584
2018-11-11;4.74;4.544;3.4584
2018-11-12;4.74;4.544;3.4584
2018-11-13;4.74;4.544;3.4584
2018-11-14;4.7224;4.5264;3.4512
2018-11-15;4.712;4.516;3.4424
2018-11-16;4.7024;4.5064;3.4184
2018-11-17;4.696;4.5;3.4072
2018-11-18;4.696;4.5;3.4072
2018-11-19;4.696;4.5;3.4072
2018-11-20;4.6824;4.4864;3.3944
2018-11-21;4.6584;4.4624;3.3728
2018-11-22;4.6328;4.4368;3.352
2018-11-23;4.6016;4.4056;3.3248
2018-11-24;4.5664;4.3704;3.292
2018-11-25;4.5664;4.3704;3.292
2018-11-26;4.5664;4.3704;3.292
2018-11-27;4.5728;4.3768;3.2704
2018-11-28;4.544;4.348;3.2584
2018-11-29;4.5416;4.3456;3.2472
2018-11-30;4.512;4.316;3.2256
2018-12-01;4.4864;4.2904;3.1976
2018-12-02;4.4864;4.2904;3.1976
2018-12-03;4.4864;4.2904;3.1976
2018-12-04;4.492;4.296;3.204
2018-12-05;4.5168;4.3208;3.212
2018-12-06;4.5472;4.3512;3.2368
2018-12-07;4.528;4.332;3.212
2018-12-08;4.544;4.348;3.2256
2018-12-09;4.544;4.348;3.2256
2018-12-10;4.544;4.348;3.2256
2018-12-11;4.5336;4.3376;3.2152
2018-12-12;4.52;4.324;3.2008
2018-12-13;4.5208;4.3248;3.2032
2018-12-14;4.5088;4.3128;3.1952
2018-12-15;4.5072;4.3112;3.1952
2018-12-16;4.5072;4.3112;3.1952
